congress,party_code,nominate_dim1,nominate_dim2
53,200,0.329,-0.394
53,200,0.568,-0.448
53,200,0.448,-0.129
53,200,0.312,-0.576
53,200,0.493,-0.273
53,200,0.351,-0.332
53,200,0.293,-0.18
53,200,0.263,-0.26
53,100,-0.482,0.285
53,100,-0.658,0.217
53,100,-0.472,0.07
53,100,-0.513,0.289
53,100,-0.583,0.21
53,200,0.157,0.649
53,200,0.376,0.639
53,200,0.262,-0.121
53,200,0.204,0.232
53,200,0.291,-0.096
53,200,0.553,-0.306
53,100,-0.387,-0.885
53,100,-0.317,-0.644
53,100,-0.118,-0.318
53,100,-0.277,-0.534
53,100,-0.604,0.051
53,200,0.45,0.132
53,100,-0.417,-0.086
53,100,-0.558,0.142
53,200,0.372,0.22
53,100,-0.381,0.324
53,100,-0.319,-0.695
53,200,0.235,-0.35
53,200,0.39,-0.218
53,200,0.285,0.443
53,200,0.214,0.139
53,200,0.171,-0.432
53,200,0.401,-0.811
53,200,0.45,-0.833
53,100,-0.407,-0.285
53,100,-0.299,0.892
53,200,0.071,0.997
53,100,-0.615,0.235
53,100,-0.586,-0.071
53,100,-0.645,0.414
53,100,-0.471,0
53,200,0.311,-0.773
53,200,0.44,-0.592
53,100,-0.457,0.018
53,100,-0.416,-0.007
53,200,0.305,0.217
53,200,0.39,0.186
53,100,-0.439,-0.567
53,100,-0.389,-0.387
53,100,-0.348,-0.622
53,100,-0.448,-0.894
53,200,0.375,-0.183
53,200,0.427,0.016
54,100,-0.43,-0.22
54,100,-0.437,0.078
54,100,-0.65,0.358
54,100,-0.531,0.149
54,200,0.308,-0.021
54,100,-0.352,0.01
54,200,0.161,0.485
54,200,0.185,0.161
54,200,0.304,-0.753
54,200,0.433,-0.901
54,100,-0.43,-0.903
54,100,-0.505,-0.267
54,100,-0.397,0.158
54,100,-0.516,-0.14
54,100,-0.39,-0.187
54,100,-0.376,0.145
54,200,0.079,0.63
54,200,0.422,0.271
54,200,0.286,-0.442
54,100,-0.405,-0.899
54,100,-0.389,0.08
54,100,-0.313,0.143
54,200,0.314,-0.187
54,200,0.576,-0.176
54,200,0.542,0.169
54,100,-0.53,-0.04
54,100,-0.498,-0.802
54,100,-0.423,-0.146
54,100,-0.342,-0.94
54,200,0.387,-0.432
54,200,0.284,-0.457
54,100,-0.319,-0.564
54,100,-0.346,-0.596
54,200,0.329,-0.394
54,200,0.568,-0.448
54,200,0.448,-0.129
54,200,0.312,-0.576
54,200,0.293,-0.18
54,200,0.259,0.057
54,100,-0.482,0.285
54,100,-0.472,0.07
54,100,-0.513,0.289
54,100,-0.583,0.21
54,200,0.376,0.101
54,200,0.157,0.649
54,200,0.34,0.069
54,200,0.291,-0.096
54,200,0.553,-0.306
54,200,0.26,-0.499
54,100,-0.317,-0.644
54,100,-0.118,-0.318
54,100,-0.277,-0.534
54,200,0.45,0.132
54,200,0.372,0.22
54,100,-0.381,0.324
54,100,-0.319,-0.695
54,200,0.235,-0.35
54,200,0.48,-0.191
54,200,0.285,0.443
54,200,0.214,0.139
54,200,0.171,-0.432
54,200,0.401,-0.811
54,200,0.494,-0.869
54,100,-0.299,0.892
54,100,-0.364,-0.144
54,200,0.071,0.997
54,100,-0.615,0.235
54,100,-0.586,-0.071
54,100,-0.539,0.131
54,100,-0.471,0
54,200,0.742,0.67
54,200,0.095,0.995
54,200,0.311,-0.773
54,200,0.44,-0.592
54,100,-0.457,0.018
54,100,-0.357,-0.485
54,200,0.305,0.217
54,200,0.39,0.186
54,200,0.402,-0.3
54,100,-0.389,-0.387
54,100,-0.348,-0.622
54,100,-0.448,-0.894
54,200,0.427,0.016
54,200,0.48,-0.29
55,100,-0.43,-0.22
55,100,-0.424,-0.261
55,100,-0.65,0.358
55,100,-0.531,0.149
55,200,0.308,-0.021
55,100,-0.352,0.01
55,200,0.185,0.161
55,200,0.304,-0.753
55,200,0.433,-0.901
55,100,-0.43,-0.903
55,100,-0.505,-0.267
55,100,-0.399,0.035
55,100,-0.516,-0.14
55,100,-0.39,-0.187
55,100,-0.395,0.107
55,200,0.422,0.271
55,200,0.286,-0.442
55,200,0.307,-0.132
55,200,0.457,-0.505
55,100,-0.389,0.08
55,200,0.314,-0.187
55,200,0.576,-0.176
55,200,0.542,0.169
55,200,0.494,-0.372
55,100,-0.498,-0.802
55,100,-0.342,-0.94
55,100,-0.052,-0.559
55,200,0.387,-0.432
55,200,0.284,-0.457
55,100,-0.346,-0.596
55,200,0.148,-0.495
55,200,0.329,-0.394
55,200,0.568,-0.448
55,200,0.448,-0.129
55,200,0.312,-0.576
55,200,0.293,-0.18
55,200,0.259,0.057
55,100,-0.482,0.285
55,100,-0.435,-0.222
55,100,-0.202,0.203
55,100,-0.472,0.07
55,100,-0.513,0.289
55,100,-0.583,0.21
55,200,0.376,0.101
55,200,0.34,0.069
55,200,0.291,-0.096
55,200,0.553,-0.306
55,200,0.26,-0.499
55,100,-0.317,-0.644
55,100,-0.277,-0.534
55,200,0.469,-0.244
55,200,0.45,0.132
55,200,0.372,0.22
55,100,-0.381,0.324
55,200,0.353,-0.245
55,200,0.607,-0.596
55,200,0.235,-0.35
55,200,0.48,-0.191
55,200,0.369,-0.064
55,200,0.619,-0.359
55,200,0.171,-0.432
55,200,0.401,-0.811
55,200,0.494,-0.869
55,100,,
55,100,-0.261,0.13
55,100,-0.364,-0.144
55,100,-0.615,0.235
55,100,-0.586,-0.071
55,100,-0.706,0.13
55,100,-0.539,0.131
55,100,-0.471,0
55,100,-0.36,0.553
55,200,0.311,-0.773
55,200,0.44,-0.592
55,200,0.297,-0.955
55,100,-0.457,0.018
55,100,-0.357,-0.485
55,200,0.39,0.186
55,200,0.402,-0.3
55,100,-0.389,-0.387
55,100,-0.348,-0.622
55,200,0.288,-0.373
55,200,0.427,0.016
55,200,0.48,-0.29
56,100,-0.43,-0.22
56,100,-0.424,-0.261
56,100,-0.65,0.358
56,100,-0.531,0.149
56,200,0.279,0.264
56,200,0.308,-0.021
56,200,0.185,0.161
56,200,0.304,-0.753
56,200,0.433,-0.901
56,100,-0.505,-0.267
56,100,-0.399,0.035
56,100,-0.516,-0.14
56,100,-0.477,-0.393
56,100,-0.39,-0.187
56,100,-0.395,0.107
56,200,0.422,0.271
56,200,0.286,-0.442
56,200,0.307,-0.132
56,200,0.385,0.923
56,200,0.457,-0.505
56,200,0.314,-0.187
56,200,0.312,0.547
56,200,0.576,-0.176
56,200,0.542,0.169
56,200,0.494,-0.372
56,100,-0.498,-0.802
56,100,-0.342,-0.94
56,100,-0.052,-0.559
56,200,0.387,-0.432
56,200,0.284,-0.457
56,200,0.326,0.054
56,200,0.148,-0.495
56,200,0.329,-0.394
56,200,0.568,-0.448
56,200,0.448,-0.129
56,200,0.312,-0.576
56,200,0.232,0.882
56,200,0.293,-0.18
56,200,0.259,0.057
56,100,-0.017,0.228
56,100,-0.435,-0.222
56,100,-0.202,0.203
56,100,-0.513,0.289
56,100,-0.583,0.21
56,200,0.376,0.101
56,100,-0.235,-0.62
56,200,,
56,200,0.34,0.069
56,200,0.291,-0.096
56,200,0.553,-0.306
56,200,0.466,-0.885
56,200,0.26,-0.499
56,200,0.639,-0.363
56,200,0.469,-0.244
56,200,0.45,0.132
56,200,0.372,0.22
56,200,0.318,-0.069
56,200,0.353,-0.245
56,200,0.607,-0.596
56,200,0.48,-0.191
56,200,0.369,-0.064
56,200,0.619,-0.359
56,200,0.171,-0.432
56,200,0.401,-0.811
56,200,0.494,-0.869
56,100,-0.261,0.13
56,100,-0.364,-0.144
56,100,-0.615,0.235
56,100,-0.706,0.13
56,100,-0.539,0.131
56,100,-0.453,-0.249
56,200,0.678,-0.019
56,100,-0.36,0.553
56,200,0.602,-0.499
56,200,0.44,-0.592
56,200,0.297,-0.955
56,100,-0.457,0.018
56,100,-0.357,-0.485
56,200,0.461,0.235
56,200,0.402,-0.3
56,200,0.437,-0.453
56,200,0.494,-0.225
56,200,0.288,-0.373
56,200,0.427,0.016
56,200,0.48,-0.29
57,100,-0.43,-0.22
57,100,-0.424,-0.261
57,100,-0.65,0.358
57,100,-0.531,0.149
57,200,0.279,0.264
57,200,0.308,-0.021
57,100,-0.28,0.052
57,100,0.161,0.485
57,200,0.304,-0.753
57,200,0.433,-0.901
57,200,0.563,-0.617
57,200,0.59,-0.332
57,100,-0.399,0.035
57,100,-0.477,-0.393
57,100,-0.39,-0.187
57,100,-0.395,0.107
57,100,0.079,0.63
57,100,-0.25,0.968
57,200,0.286,-0.442
57,200,0.307,-0.132
57,200,0.385,0.923
57,200,0.457,-0.505
57,200,0.314,-0.187
57,200,0.312,0.547
57,200,0.572,0.508
57,100,-0.53,-0.04
57,200,0.494,-0.372
57,100,-0.287,-0.88
57,100,-0.052,-0.559
57,200,0.387,-0.432
57,200,0.284,-0.457
57,200,0.326,0.054
57,200,0.148,-0.495
57,200,0.329,-0.394
57,200,0.568,-0.448
57,200,0.332,-0.886
57,200,0.448,-0.129
57,200,0.312,-0.576
57,200,0.232,0.882
57,200,0.259,0.057
57,100,-0.658,0.217
57,100,-0.435,-0.222
57,100,-0.513,0.289
57,100,-0.583,0.21
57,100,-0.235,-0.62
57,100,-0.17,-0.985
57,200,0.451,0.486
57,200,0.556,-0.217
57,200,0.204,0.232
57,200,0.252,0.215
57,200,0.541,-0.536
57,200,0.553,-0.306
57,200,0.488,-0.458
57,200,0.466,-0.885
57,200,0.26,-0.499
57,200,0.639,-0.363
57,200,0.469,-0.244
57,200,0.45,0.132
57,100,-0.388,-0.38
57,200,0.372,0.22
57,200,0.318,-0.069
57,200,0.353,-0.245
57,200,0.607,-0.596
57,200,0.285,0.443
57,200,0.369,-0.064
57,200,0.619,-0.359
57,200,0.171,-0.432
57,200,0.401,-0.811
57,200,0.494,-0.869
57,100,-0.261,0.13
57,100,-0.364,-0.144
57,200,0.391,0.346
57,200,0.426,0.32
57,200,-0.108,0.481
57,100,-0.615,0.235
57,100,-0.475,-0.161
57,100,-0.63,-0.098
57,100,-0.453,-0.249
57,200,0.678,-0.019
57,100,-0.36,0.553
57,200,0.602,-0.499
57,200,0.44,-0.592
57,100,-0.457,0.018
57,100,-0.357,-0.485
57,200,0.461,0.235
57,100,-0.151,0.825
57,200,0.402,-0.3
57,200,0.437,-0.453
57,200,0.494,-0.225
57,200,0.288,-0.373
57,200,0.427,0.016
57,200,0.48,-0.29
58,100,-0.43,-0.22
58,100,-0.424,-0.261
58,100,-0.65,0.358
58,100,-0.132,-0.021
58,200,0.279,0.264
58,200,0.308,-0.021
58,100,-0.28,0.052
58,100,0.161,0.485
58,200,0.304,-0.753
58,200,0.433,-0.901
58,200,0.563,-0.617
58,200,0.59,-0.332
58,100,-0.399,0.035
58,100,-0.477,-0.393
58,100,-0.39,-0.187
58,100,-0.395,0.107
58,100,0.079,0.63
58,200,0.318,-0.946
58,200,0.286,-0.442
58,200,0.444,0.466
58,200,0.385,0.923
58,200,0.457,-0.505
58,200,0.314,-0.187
58,200,0.312,0.547
58,200,0.572,0.508
58,200,0.574,0.136
58,100,-0.53,-0.04
58,100,-0.365,-0.067
58,100,-0.287,-0.88
58,100,-0.052,-0.559
58,200,0.387,-0.432
58,200,0.284,-0.457
58,100,-0.346,-0.596
58,200,0.326,0.054
58,200,0.669,-0.654
58,200,0.329,-0.394
58,200,0.568,-0.448
58,200,0.332,-0.886
58,200,0.448,-0.129
58,200,0.232,0.882
58,200,0.259,0.057
58,100,-0.658,0.217
58,100,-0.435,-0.222
58,100,-0.513,0.289
58,100,-0.338,-0.183
58,100,-0.235,-0.62
58,100,-0.17,-0.985
58,200,0.451,0.486
58,200,0.556,-0.217
58,100,-0.177,-0.067
58,200,0.252,0.215
58,200,0.541,-0.536
58,200,0.553,-0.306
58,200,0.488,-0.458
58,200,0.466,-0.885
58,200,0.639,-0.363
58,200,0.469,-0.244
58,100,-0.411,-0.38
58,100,-0.388,-0.38
58,200,0.372,0.22
58,200,0.318,-0.069
58,200,0.486,-0.373
58,200,0.353,-0.245
58,200,0.607,-0.596
58,200,0.402,0.355
58,200,0.285,0.443
58,200,0.654,-0.265
58,200,0.619,-0.359
58,200,0.171,-0.432
58,200,0.401,-0.811
58,200,0.494,-0.869
58,100,-0.305,0.109
58,100,-0.364,-0.144
58,200,0.391,0.346
58,200,0.426,0.32
58,100,-0.615,0.235
58,100,-0.475,-0.161
58,100,-0.63,-0.098
58,100,-0.453,-0.249
58,200,0.678,-0.019
58,200,0.514,-0.212
58,200,0.602,-0.499
58,200,0.44,-0.592
58,100,-0.457,0.018
58,100,-0.357,-0.485
58,200,0.433,-0.337
58,200,0.461,0.235
58,200,0.402,-0.3
58,200,0.437,-0.453
58,200,0.494,-0.225
58,200,0.288,-0.373
58,200,0.427,0.016
58,200,0.48,-0.29
59,100,-0.43,-0.22
59,100,-0.424,-0.261
59,100,-0.65,0.358
59,100,-0.132,-0.021
59,200,0.459,-0.062
59,200,0.308,-0.021
59,100,-0.28,0.052
59,100,0.161,0.485
59,200,0.778,-0.628
59,200,0.336,-0.942
59,200,0.433,-0.901
59,200,0.563,-0.617
59,200,0.549,-0.559
59,100,-0.399,0.035
59,100,-0.477,-0.393
59,100,-0.39,-0.187
59,100,-0.395,0.107
59,100,0.079,0.63
59,200,0.318,-0.946
59,200,0.286,-0.442
59,200,0.444,0.466
59,200,0.385,0.923
59,200,0.574,0.513
59,200,0.314,-0.187
59,200,0.312,0.547
59,200,,
59,200,0.572,0.508
59,200,0.433,0.248
59,200,0.574,0.136
59,100,-0.53,-0.04
59,100,-0.365,-0.067
59,100,-0.287,-0.88
59,100,-0.052,-0.559
59,200,0.387,-0.432
59,200,0.284,-0.457
59,100,-0.346,-0.596
59,100,-0.296,-0.537
59,100,-0.425,-0.815
59,200,0.669,-0.654
59,200,0.568,-0.448
59,200,0.332,-0.886
59,200,0.448,-0.129
59,200,0.35,0.067
59,200,0.232,0.882
59,200,0.259,0.057
59,100,-0.658,0.217
59,100,-0.435,-0.222
59,100,-0.338,-0.183
59,200,0.327,0.042
59,200,0.376,0.101
59,100,-0.235,-0.62
59,200,0.393,0.877
59,200,0.556,-0.217
59,100,-0.177,-0.067
59,200,0.426,-0.14
59,200,0.541,-0.536
59,200,0.553,-0.306
59,200,0.488,-0.458
59,200,0.466,-0.885
59,200,0.639,-0.363
59,200,0.469,-0.244
59,100,-0.411,-0.38
59,100,-0.388,-0.38
59,200,0.372,0.22
59,200,0.318,-0.069
59,200,0.486,-0.373
59,200,0.353,-0.245
59,200,0.402,0.355
59,100,-0.403,0.834
59,200,0.285,0.443
59,200,,
59,200,0.654,-0.265
59,200,0.619,-0.359
59,200,0.401,-0.811
59,200,0.494,-0.869
59,100,-0.305,0.109
59,100,-0.364,-0.144
59,200,0.391,0.346
59,200,0.426,0.32
59,100,-0.615,0.235
59,100,-0.475,-0.161
59,100,-0.513,-0.073
59,100,-0.63,-0.098
59,100,-0.453,-0.249
59,200,0.514,-0.212
59,200,0.47,-0.128
59,200,0.602,-0.499
59,200,0.44,-0.592
59,100,-0.457,0.018
59,100,-0.357,-0.485
59,200,0.433,-0.337
59,200,0.396,0.017
59,200,0.402,-0.3
59,200,0.437,-0.453
59,200,0.098,0.995
59,200,0.288,-0.373
59,200,0.427,0.016
59,200,0.48,-0.29
60,100,-0.38,-0.492
60,100,-0.477,-0.713
60,100,-0.43,-0.22
60,100,-0.424,-0.261
60,100,-0.132,-0.021
60,100,-0.481,0.037
60,200,0.459,-0.062
60,200,0.308,-0.021
60,200,0.517,-0.215
60,100,0.161,0.485
60,200,0.778,-0.628
60,200,0.336,-0.942
60,200,0.549,-0.559
60,200,0.494,-0.581
60,100,,
60,100,-0.399,0.035
60,100,-0.391,0.73
60,100,-0.477,-0.393
60,100,-0.39,-0.187
60,100,-0.395,0.107
60,200,0.191,0.704
60,200,0.318,-0.946
60,200,0.286,-0.442
60,200,0.444,0.466
60,200,0.385,0.923
60,200,0.574,0.513
60,200,0.314,-0.187
60,200,0.248,0.55
60,200,0.312,0.547
60,200,0.433,0.248
60,200,0.574,0.136
60,100,-0.365,-0.067
60,100,-0.37,-0.299
60,100,-0.287,-0.88
60,100,-0.052,-0.559
60,200,0.387,-0.432
60,200,0.284,-0.457
60,100,-0.296,-0.537
60,100,-0.406,-0.914
60,100,-0.425,-0.815
60,200,0.669,-0.654
60,200,0.568,-0.448
60,200,0.448,-0.129
60,200,0.35,0.067
60,200,0.232,0.882
60,200,0.259,0.057
60,100,-0.658,0.217
60,100,-0.435,-0.222
60,100,-0.338,-0.183
60,200,0.327,0.042
60,200,0.376,0.101
60,200,0.455,0.722
60,200,0.317,0.794
60,200,0.393,0.877
60,100,-0.177,-0.067
60,200,0.426,-0.14
60,200,0.541,-0.536
60,200,0.553,-0.306
60,200,0.54,-0.495
60,200,0.466,-0.885
60,200,0.639,-0.363
60,200,0.469,-0.244
60,100,-0.411,-0.38
60,100,-0.388,-0.38
60,200,0.372,0.22
60,200,0.318,-0.069
60,200,0.486,-0.373
60,200,0.353,-0.245
60,100,-0.127,0.253
60,100,-0.228,0.078
60,200,0.325,0.492
60,200,0.402,0.355
60,200,0.654,-0.265
60,200,0.619,-0.359
60,200,0.401,-0.811
60,200,0.494,-0.869
60,100,-0.307,-0.076
60,100,-0.305,0.109
60,100,-0.364,-0.144
60,200,0.391,0.346
60,200,0.426,0.32
60,100,-0.513,-0.073
60,100,-0.431,-0.169
60,100,-0.63,-0.098
60,100,-0.453,-0.249
60,200,0.514,-0.212
60,200,0.47,-0.128
60,200,0.602,-0.499
60,200,0.431,-0.055
60,200,0.44,-0.592
60,200,0.388,-0.414
60,100,-0.457,0.018
60,100,-0.357,-0.485
60,200,0.433,-0.337
60,200,0.396,0.017
60,200,0.402,-0.3
60,200,0.437,-0.453
60,200,0.098,0.995
60,200,0.288,-0.373
60,200,0.418,-0.166
60,200,0.427,0.016
60,200,0.48,-0.29
61,100,-0.38,-0.492
61,100,-0.477,-0.713
61,100,-0.132,-0.021
61,100,-0.481,0.037
61,200,0.459,-0.062
61,200,0.308,-0.021
61,200,0.517,-0.215
61,100,-0.4,-0.751
61,200,0.778,-0.628
61,200,0.336,-0.942
61,200,0.549,-0.559
61,200,0.494,-0.581
61,100,-0.365,-0.37
61,100,-0.477,-0.393
61,100,-0.39,-0.187
61,100,-0.395,0.107
61,100,-0.646,-0.167
61,200,0.191,0.704
61,200,0.318,-0.946
61,200,0.286,-0.442
61,200,0.452,-0.129
61,200,0.385,0.923
61,100,-0.29,0.092
61,200,0.248,0.55
61,200,0.312,0.547
61,200,0.395,0.145
61,200,0.231,0.973
61,200,0.433,0.248
61,200,0.412,-0.37
61,100,-0.37,-0.299
61,100,-0.287,-0.88
61,100,-0.052,-0.559
61,100,-0.143,-0.862
61,200,0.387,-0.432
61,200,0.284,-0.457
61,100,-0.296,-0.537
61,100,-0.406,-0.914
61,200,0.669,-0.654
61,200,0.568,-0.448
61,200,0.448,-0.129
61,200,0.35,0.067
61,200,0.232,0.882
61,200,0.259,0.057
61,100,,
61,100,-0.658,0.217
61,100,-0.435,-0.222
61,100,-0.188,-0.472
61,100,-0.338,-0.183
61,200,0.327,0.042
61,200,0.376,0.101
61,200,0.455,0.722
61,200,0.317,0.794
61,200,0.393,0.877
61,100,-0.177,-0.067
61,200,0.426,-0.14
61,200,0.541,-0.536
61,200,0.553,-0.306
61,200,0.54,-0.495
61,200,0.466,-0.885
61,200,0.639,-0.363
61,200,0.471,-0.534
61,100,-0.411,-0.38
61,100,-0.388,-0.38
61,200,0.254,0.934
61,200,0.411,0.271
61,200,0.318,-0.069
61,100,-0.464,0.034
61,100,,
61,200,0.417,0.055
61,200,0.486,-0.373
61,100,-0.127,0.253
61,100,-0.228,0.078
61,200,0.325,0.492
61,100,-0.14,0.054
61,200,0.587,-0.809
61,200,0.619,-0.359
61,200,0.401,-0.811
61,200,0.494,-0.869
61,100,-0.298,-0.137
61,100,-0.364,-0.144
61,200,0.261,0.522
61,200,0.391,0.346
61,100,-0.513,-0.073
61,100,-0.431,-0.169
61,100,-0.63,-0.098
61,100,-0.453,-0.249
61,200,0.514,-0.212
61,200,0.47,-0.128
61,200,0.602,-0.499
61,200,0.431,-0.055
61,100,-0.457,0.018
61,100,-0.357,-0.485
61,100,-0.38,-0.36
61,200,0.319,0.391
61,200,0.396,0.017
61,200,0.535,-0.135
61,200,0.402,-0.3
61,200,0.437,-0.453
61,100,-0.3,-0.265
61,200,0.098,0.995
61,200,0.418,-0.166
61,200,0.427,0.016
61,200,0.48,-0.29
62,100,-0.38,-0.492
62,100,-0.477,-0.713
62,100,-0.231,0.211
62,100,-0.338,-0.297
62,100,-0.132,-0.021
62,100,-0.481,0.037
62,100,,
62,100,-0.426,-0.695
62,200,0.308,-0.021
62,200,0.232,0.482
62,200,0.517,-0.215
62,100,-0.185,0.214
62,200,0.778,-0.628
62,200,0.496,-0.373
62,200,0.549,-0.559
62,200,0.494,-0.581
62,100,-0.388,-0.557
62,100,-0.365,-0.37
62,100,-0.39,-0.187
62,100,-0.234,-0.233
62,100,-0.646,-0.167
62,200,0.191,0.704
62,200,0.282,0.497
62,200,0.318,-0.946
62,100,-0.64,0.21
62,200,0.286,-0.442
62,200,0.452,-0.129
62,100,-0.287,0.072
62,100,-0.29,0.092
62,200,0.248,0.55
62,200,0.182,0.827
62,200,0.395,0.145
62,200,0.231,0.973
62,200,0.433,0.248
62,200,0.412,-0.37
62,100,-0.37,-0.299
62,100,-0.287,-0.88
62,100,-0.143,-0.862
62,200,0.387,-0.432
62,100,-0.161,0.041
62,100,-0.168,-0.162
62,200,0.463,-0.149
62,100,-0.296,-0.537
62,100,-0.406,-0.914
62,200,0.669,-0.654
62,200,0.568,-0.448
62,200,0.35,0.067
62,200,0.328,0.205
62,200,0.232,0.882
62,200,0.259,0.057
62,100,-0.188,-0.472
62,100,-0.313,-0.38
62,100,-0.19,0.298
62,100,-0.338,-0.183
62,200,0.455,0.722
62,100,-0.223,-0.06
62,200,0.317,0.794
62,100,-0.179,0.052
62,200,0.326,-0.104
62,100,-0.177,-0.067
62,200,0.426,-0.14
62,100,-0.269,-0.028
62,200,0.541,-0.536
62,200,0.553,-0.306
62,200,0.54,-0.495
62,100,-0.164,0.289
62,200,0.617,-0.341
62,200,0.272,0.033
62,100,-0.173,-0.095
62,200,0.471,-0.534
62,100,-0.411,-0.38
62,100,-0.388,-0.38
62,200,0.254,0.934
62,200,0.318,-0.069
62,200,0.417,0.055
62,100,-0.191,-0.143
62,100,-0.127,0.253
62,100,-0.228,0.078
62,200,0.325,0.492
62,100,-0.14,0.054
62,200,0.587,-0.809
62,200,0.619,-0.359
62,200,0.613,-0.598
62,200,0.494,-0.869
62,100,-0.298,-0.137
62,100,-0.364,-0.144
62,200,0.261,0.522
62,200,0.391,0.346
62,100,-0.358,-0.042
62,200,0.408,-0.147
62,100,-0.431,-0.169
62,100,-0.209,0.67
62,100,-0.63,-0.098
62,100,-0.453,-0.249
62,100,,
62,100,-0.355,0.176
62,200,0.514,-0.212
62,200,0.47,-0.128
62,200,0.602,-0.499
62,200,0.431,-0.055
62,100,-0.357,-0.485
62,100,-0.38,-0.36
62,200,0.319,0.391
62,200,0.199,0.341
62,100,-0.237,-0.188
62,100,-0.3,-0.265
62,200,0.098,0.995
62,200,0.418,-0.166
62,200,0.427,0.016
62,200,0.48,-0.29
63,100,-0.38,-0.492
63,100,-0.477,-0.713
63,100,-0.478,-0.234
63,100,-0.231,0.211
63,100,-0.338,-0.297
63,100,-0.132,-0.021
63,100,-0.425,-0.275
63,200,0.308,-0.021
63,200,0.232,0.482
63,100,-0.198,0.121
63,100,-0.185,0.214
63,200,0.778,-0.628
63,200,0.496,-0.373
63,200,0.549,-0.559
63,100,-0.375,-0.807
63,100,-0.388,-0.557
63,100,-0.365,-0.37
63,100,-0.39,-0.187
63,100,-0.238,-0.024
63,100,-0.234,-0.233
63,100,-0.095,-0.975
63,200,0.191,0.704
63,200,0.282,0.497
63,100,-0.379,-0.141
63,200,0.807,0.133
63,100,-0.287,0.072
63,100,-0.29,0.092
63,200,0.248,0.55
63,200,0.182,0.827
63,200,0.231,0.973
63,100,-0.244,0.229
63,200,0.412,-0.37
63,100,-0.09,-0.465
63,100,-0.546,-0.233
63,100,-0.211,-0.543
63,100,-0.143,-0.862
63,200,0.484,-0.38
63,100,-0.168,-0.162
63,200,0.463,-0.149
63,100,-0.309,0.016
63,100,-0.406,-0.914
63,200,0.568,-0.448
63,200,0.587,-0.518
63,200,0.35,0.067
63,200,0.328,0.205
63,200,0.232,0.882
63,200,0.259,0.057
63,100,-0.188,0.344
63,100,-0.313,-0.38
63,100,-0.19,0.298
63,100,-0.338,-0.183
63,100,-0.223,-0.06
63,100,-0.267,0.13
63,100,-0.179,0.052
63,200,0.134,0.991
63,100,-0.177,-0.067
63,100,-0.269,-0.028
63,200,0.553,-0.306
63,100,-0.344,0.131
63,100,-0.309,-0.141
63,100,-0.164,0.289
63,200,0.617,-0.341
63,200,0.272,0.033
63,100,-0.173,-0.095
63,200,0.471,-0.534
63,100,-0.411,-0.38
63,100,-0.388,-0.38
63,200,0.254,0.934
63,200,0.318,-0.069
63,200,0.417,0.055
63,100,-0.191,-0.143
63,100,-0.127,0.253
63,100,-0.228,0.078
63,100,-0.14,0.054
63,100,-0.154,0.77
63,200,0.587,-0.809
63,200,0.619,-0.359
63,200,0.426,-0.486
63,200,0.613,-0.598
63,100,-0.298,-0.137
63,100,-0.364,-0.144
63,200,0.261,0.522
63,200,0.289,0.123
63,100,-0.358,-0.042
63,100,-0.156,0.06
63,100,-0.453,-0.249
63,100,-0.355,0.176
63,200,0.514,-0.212
63,200,0.47,-0.128
63,200,0.602,-0.499
63,200,0.431,-0.055
63,100,-0.357,-0.485
63,100,-0.38,-0.36
63,200,0.319,0.391
63,100,-0.237,-0.188
63,200,0.326,0.197
63,200,0.098,0.995
63,200,0.418,-0.166
63,200,0.427,0.016
63,200,0.48,-0.29
64,100,-0.38,-0.492
64,100,-0.396,-0.636
64,100,-0.231,0.211
64,100,-0.338,-0.297
64,100,-0.132,-0.021
64,100,-0.327,0.253
64,100,-0.425,-0.275
64,100,-0.258,-0.029
64,200,0.232,0.482
64,100,-0.198,0.121
64,100,-0.185,0.214
64,200,0.778,-0.628
64,200,0.496,-0.373
64,200,0.549,-0.559
64,100,-0.375,-0.807
64,100,-0.388,-0.557
64,100,-0.365,-0.37
64,100,-0.238,-0.024
64,100,-0.234,-0.233
64,200,0.191,0.704
64,200,0.282,0.497
64,100,-0.379,-0.141
64,200,0.807,0.133
64,100,-0.287,0.072
64,100,-0.29,0.092
64,100,-0.248,0.244
64,200,0.55,-0.044
64,200,0.248,0.55
64,200,0.182,0.827
64,200,0.433,0.248
64,100,-0.244,0.229
64,100,-0.286,-0.187
64,100,-0.546,-0.233
64,100,-0.327,-0.802
64,100,-0.211,-0.543
64,200,0.484,-0.38
64,200,0.577,-0.063
64,100,-0.168,-0.162
64,100,-0.309,0.016
64,100,-0.406,-0.914
64,200,0.568,-0.448
64,200,0.587,-0.518
64,200,0.35,0.067
64,200,0.328,0.205
64,200,0.232,0.882
64,200,0.259,0.057
64,100,-0.188,0.344
64,100,-0.313,-0.38
64,100,-0.19,0.298
64,100,-0.338,-0.183
64,100,-0.223,-0.06
64,100,-0.267,0.13
64,100,-0.179,0.052
64,200,0.134,0.991
64,100,-0.177,-0.067
64,100,-0.269,-0.028
64,200,0.553,-0.306
64,100,-0.344,0.131
64,100,-0.309,-0.141
64,100,-0.164,0.289
64,200,0.617,-0.341
64,200,0.272,0.033
64,100,-0.173,-0.095
64,200,0.434,-0.15
64,100,-0.411,-0.38
64,100,-0.388,-0.38
64,200,0.254,0.934
64,200,0.318,-0.069
64,200,0.595,-0.315
